organ,id,rdfs_label,name,b_type
eye,HGNC:10941,solute carrier family 1 member 3,SLC1A3,gene
eye,HGNC:2893,dickkopf WNT signaling pathway inhibitor 3,DKK3,gene
eye,HGNC:2418,crystallin mu,CRYM,gene
eye,HGNC:10024,retinaldehyde binding protein 1,cellular retinaldehyde-binding protein,protein
eye,HGNC:4235,glial fibrillary acidic protein,GFAP,protein
eye,HGNC:10024,retinaldehyde binding protein 1,retinaldehyde binding protein 1,protein
eye,,,RGC5,gene
eye,HGNC:7060,matrix Gla protein,MGP,gene
eye,HGNC:6269,potassium inwardly rectifying channel subfamily J member 8,KCNJ8,gene
eye,HGNC:15754,myosin light chain 9,MYL9,gene
eye,HGNC:10012,rhodopsin,RHO,gene
eye,HGNC:8759,phosducin,PDC,gene
eye,HGNC:8002,neural retina leucine zipper,NRL,gene
eye,HGNC:10521,S-antigen visual arrestin,SAG,gene
eye,HGNC:4393,G protein subunit alpha transducin 1,GNAT1,gene
eye,HGNC:4411,G protein subunit gamma transducin 1,GNGT1,gene
eye,HGNC:7974,nuclear receptor subfamily 2 group E member 3,NR2E3,gene
eye,,G protein subunit beta 1	HGNC:4396,GNB1,gene
eye,HGNC:10012,rhodopsin,rhodopsin,protein
eye,HGNC:10294,retinoid isomerohydrolase RPE65,RPE65,protein
eye,HGNC:12691,ezrin,ezrin,protein
eye,HGNC:12692,vimentin,Vimentin,protein
eye,,,AQP0 residues 1-263 +fatty acyl,proteoforms
eye,HGNC:8823,platelet and endothelial cell adhesion molecule 1,CD31,protein
eye,HGNC:1662P28906,Hematopoietic progenitor cell antigen CD34,CD34,protein
eye,HGNC:1759,cadherin 2,N-cadherin,protein
eye,P28906,Hematopoietic progenitor cell antigen CD34,CD34,protein
eye,HGNC:8803,Platelet-derived growth factor receptor alpha,PDGFRa,protein
eye,HGNC:6440,keratin 3,cytokeratin 3,protein
eye,HGNC:6414,keratin 12,cytokeratin 12,protein
eye,HGNC:7756,nestin,nestin,protein
eye,,,connexin 43,protein
eye,HGNC:3603,Fibrillin 1,Fibrillin 1,protein
eye,HGNC:6440,Fibrillin-2,Fibrillin-2,protein
eye,HGNC:18794,fibrillin 3,Fibrillin-3,protein
eye,HGNC:6715,latent transforming growth factor beta binding protein 2,latent transforming growth factor beta binding protein 2,protein
eye,,,Microfibril associated protein 2,protein
eye,,,Elastin microfibril interface located protein-1,protein
eye,HGNC:633,aquaporin 1,aquaporin 1,protein
eye,HGNC:637,aquaporin 4,Aquaporin 4,protein
eye,HGNC:800,ATPase Na+/K+ transporting subunit alpha 2,Na/K ATPasea2,protein
eye,HGNC:799,ATPase Na+/K+ transporting subunit alpha 1,ATPase Na+/K+ transporting subunit alpha 1,protein
eye,,,m/z 769.5598,lipids
eye,,,m/z 851.6397,lipids
eye,,,m/z 725.5564,lipids
eye,,,m/z 756.5539,lipids
eye,,,m/z 848.5581,lipids
eye,,,m/z 788.6153,lipids
eye,,,alpha smooth muscle actin,protein
eye,,,vimentin,protein
eye,,,keratin K5/K14,protein
eye,,,α-enolase,protein
eye,,,E-cadherin,protein
eye,,,β-catenin,protein
eye,,,Integrin α2,protein
eye,,,Integrin α3,protein
eye,,,Integrin α6,protein
eye,,,Integrin αv,protein
eye,,,Integrin β1,protein
eye,,,Integrin β2,protein
eye,,,Integrin β4,protein
eye,,,Integrin β5,protein
eye,,,TGF-β-RI,lipids
eye,,,TGF-β-RII,lipids
eye,,,keratin 19,metabolites
eye,,,Integrin α3β1,proteoforms
eye,,,EGF-R,proteoforms
eye,,,keratin K3/K12,protein
eye,,,keratin K19,protein
eye,,,Metallothionein,protein
eye,,,p63,protein
eye,,,Connexin 43,protein
eye,,,Integrin β1,lipids
eye,,,Integrin β2,lipids
eye,,,Integrin β4,metabolites
eye,,,Integrin β5,metabolites
eye,,,Integrin α3β1,metabolites
eye,,,EGF-R,metabolites
eye,,,NGF-R TrkA,metabolites
eye,,,Transferrin-R CD71,metabolites
eye,,,TGF-β-RI,metabolites
eye,,,TGF-β-RII,metabolites
eye,,,ABCG2,metabolites
eye,,,Integrin α6,proteoforms
eye,,,Integrin αv,proteoforms
fallopian_tube,HGNC:2705,decorin,DCN5,gene
fallopian_tube,,,CD105,protein
fallopian_tube,,,CD73,protein
fallopian_tube,,,CD90,protein
fallopian_tube,HGNC:6740,lysozyme,LYZ,gene
fallopian_tube,,,CD163,protein
fallopian_tube,HGNC:1674,CD3 epsilon subunit of T-cell receptor complex,CD3E,gene
fallopian_tube,HGNC:6374,killer cell lectin like receptor C1,KLRC1,gene
fallopian_tube,,,CD56,protein
fallopian_tube,,,CD207,protein
fallopian_tube,,,CD11C,protein
fallopian_tube,HGNC:12019,tryptase alpha/beta 1,TPSB1,gene
fallopian_tube,HGNC:1698,CD79a molecule,CD79A,gene
fallopian_tube,HGNC:5713,joining chain of multimeric IgA and IgM,JCHAIN,gene
fallopian_tube,,,CD64,protein
fallopian_tube,,,HLA-DR,protein
fallopian_tube,,,VEGF,protein
fallopian_tube,HGNC:2047,claudin 5,CLDN5,gene
fallopian_tube,,,KLRC1,gene
fallopian_tube,HGNC:11117,"survival of motor neuron 1, telomeric",SMA,gene
fallopian_tube,,,desmin,gene
fallopian_tube,,,EPCAM,protein
fallopian_tube,,,CD44,protein
fallopian_tube,,,ITGA6,protein
fallopian_tube,HGNC:3816,forkhead box J1,FOXJ1+,gene
fallopian_tube,HGNC:8622,paired box 8,PAX8,gene
fallopian_tube,,,OVGP1,gene
heart,HGNC:16882,,HCN4,gene
heart,HGNC:4280,,Cx45,gene
heart,HGNC:8823,,PECAM1,gene
heart,HGNC:12726,,VWF,gene
heart,HGNC:1764,,CDH5,gene
heart,HGNC:7569,,MYH11,gene
heart,HGNC:11553,,TAGLN,gene
heart,HGNC:130,,ACTA2,gene
heart,HGNC:8803,,PDGFRA,gene
heart,HGNC:4620,,GSN,gene
heart,HGNC:2705,,DCN,gene
heart,HGNC:12403,,NPPA,gene
heart,HGNC:7576,,MYL4,gene
heart,HGNC:7939,,MYL7,gene
heart,HGNC:1628,,CD14,gene
heart,HGNC:1241,,C1QA,gene
heart,HGNC:3793,,CD68,gene
heart,HGNC:3793,,FOLR2,gene
heart,HGNC:9086,,PLP1,gene
heart,HGNC:8008,,NRXN1,gene
heart,HGNC:8010,,NRXN3,gene
heart,HGNC:10001,,RGS5,gene
heart,HGNC:60,,ABCC9,gene
heart,HGNC:6269,,KCNJ8,gene
heart,HGNC:1662,,CD34,gene
heart,HGNC:12692,,vimentin,gene
heart,HGNC:1706,,CD8A,gene
heart,HGNC:7830,,NKG7,gene
heart,HGNC:6524,,LCK,gene
heart,HGNC:6149,,CD11b,gene
heart,HGNC:6152,,CD11c,gene
heart,HGNC:6147,,CD103,gene
heart,HGNC:6729,,CD205,gene
heart,HGNC:24865,,GPAM,gene
heart,HGNC:6553,,LEP,gene
heart,HGNC:3594,,FASN,gene
heart,HGNC:10001,,PECAM1,gene
heart,HGNC:12403,,TTN,gene
heart,HGNC:7576,,MYH7,gene
heart,HGNC:7583,,MYL2,gene
heart,HGNC:3703,,FHL2,gene
heart,GSN,,GSN,gene
heart,HGNC:2705,HGNC:4620,,gene
heart,HGNC:1455,,CRT,gene
heart,HGNC:11027,,AE1/AE3,gene
heart,HGNC:11029,,MSLN,gene
heart,HGNC:12796,,WT1,gene
heart,HGNC:11190,,SOX10,gene
heart,MANY,,S100,gene
kidney,HGNC:3802,forkhead box D1,Foxd1,gene
kidney,HGNC:1975,visual system homeobox 2,VSX2,gene
kidney,HGNC:13394,"NPHS2 stomatin family member, podocin",NPHS2,gene
kidney,HGNC:9171,podocalyxin like,PODXL,gene
kidney,HGNC:7908,"NPHS1 adhesion molecule, nephrin",NPHS1,gene
kidney,HGNC:9679,protein tyrosine phosphatase receptor type Q,PTPRQ,gene
kidney,O00592,Podocalyxin,PODXL,protein
kidney,HGNC:634,aquaporin 2,AQP2,gene
kidney,HGNC:636,aquaporin 3 (Gill blood group),AQP3,gene
kidney,,FXYD domain containing ion transport regulator 4,FXYD4,gene
kidney,P41181,Aquaporin-2,AQP2,protein
kidney,HGNC:10910,solute carrier family 12 member 1,SLC12A1,gene
kidney,HGNC:12559,uromodulin,UMOD,gene
kidney,HGNC:1514,calcium sensing receptor,CASR,gene
kidney,HGNC:2389,crystallin alpha B,CRYAB,gene
kidney,HGNC:20862,solute carrier family 39 member 8,SLC39A8,gene
kidney,HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
kidney,HGNC:633,aquaporin 1 (Colton blood group),AQP1,gene
kidney,HGNC:11073,solute carrier family 9 member A3,SLC9A3,gene
kidney,P29972,Aquaporin-1,AQP1,protein
kidney,HGNC:8951,serpin family E member 2,SERPINE2,gene
kidney,HGNC:11853,transmembrane 4 L six family member 1,TM4SF1,gene
kidney,HGNC:15846,palmdelphin,PALMD,gene
kidney,HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,ADAMTS6,gene
kidney,P07911,Uromodulin,UMOD,protein
kidney,HGNC:10919,solute carrier family 14 member 2,SLC14A2,gene
kidney,HGNC:12663,vascular cell adhesion molecule 1,VCAM1,gene
kidney,HGNC:4883,complement factor H,CFH,gene
kidney,HGNC:18688,crumbs cell polarity complex component 2,CRB2,gene
kidney,HGNC:15472,aldehyde dehydrogenase 1 family member A2,ALDH1A2,gene
kidney,P08670,Vimentin,VIM,protein
kidney,HGNC:23319,netrin G1,NTNG1,gene
kidney,HGNC:13517,chloride intracellular channel 5,CLIC5,gene
kidney,HGNC:3244,EH domain containing 3,EHD3,gene
kidney,HGNC:16041,endomucin,EMCN,gene
kidney,HGNC:29853,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",HECW2,gene
kidney,HGNC:3763,fms related receptor tyrosine kinase 1,FLT1,gene
kidney,HGNC:9051,"plasminogen activator, tissue type",PLAT,gene
kidney,HGNC:16953,periostin,POSTN,gene
kidney,HGNC:26270,piezo type mechanosensitive ion channel component 2,PIEZO2,gene
kidney,HGNC:10249,roundabout guidance receptor 1,ROBO1,gene
kidney,HGNC:6144,integrin subunit alpha 8,ITGA8,gene
kidney,HGNC:8804,platelet derived growth factor receptor beta,PDGFRB,gene
kidney,HGNC:17732,synaptopodin 2,SYNPO2,gene
kidney,HGNC:2548,cubilin,CUBN,gene
kidney,HGNC:6694,LDL receptor related protein 2,LRP2,gene
kidney,HGNC:10916,solute carrier family 13 member 1,SLC13A1,gene
kidney,HGNC:417,"aldolase, fructose-bisphosphate B",ALDOB,gene
kidney,HGNC:4175,glycine amidinotransferase,GATM,gene
kidney,P98164,Low-density lipoprotein receptor-related protein 2,LRP2,protein
kidney,HGNC:28750,solute carrier family 5 member 12,SLC5A12,gene
kidney,HGNC:11037,solute carrier family 5 member 2,SLC5A2,gene
kidney,HGNC:11019,solute carrier family 34 member 1,SLC34A1,gene
kidney,HGNC:10970,solute carrier family 22 member 6,SLC22A6,gene
kidney,HGNC:10972,solute carrier family 22 member 8,SLC22A8,gene
kidney,HGNC:9453,proline dehydrogenase 2,PRODH2,gene
kidney,HGNC:23091,solute carrier family 5 member 11,SLC5A11,gene
kidney,HGNC:14430,solute carrier family 13 member 3,SLC13A3,gene
kidney,HGNC:32017,acyl-CoA synthetase medium chain family member 2A,ACSM2A,gene
kidney,HGNC:10971,solute carrier family 22 member 7,SLC22A7,gene
kidney,HGNC:10929,solute carrier family 17 member 1,SLC17A1,gene
kidney,HGNC:21637,SATB homeobox 2,SATB2,gene
kidney,HGNC:18210,monoacylglycerol O-acyltransferase 1,MOGAT1,gene
kidney,HGNC:11255,secreted phosphoprotein 1,SPP1,gene
kidney,,solute carrier family 44 member 5,SLC44A5,gene
kidney,HGNC:1748,Cadherin-1,CDH1,gene
kidney,P10451,Osteopontin,OSTP,protein
kidney,P12830,Cadherin-1,CDH1,protein
kidney,HGNC:5360,inhibitor of DNA binding 1,ID1,gene
kidney,HGNC:2303,,CPE,gene
kidney,HGNC:6188,jagged canonical Notch ligand 1,JAG1,gene
kidney,HGNC:16438,solute carrier family 4 member 11,SLC4A11,gene
kidney,HGNC:2032,claudin 1,CLDN1,gene
kidney,HGNC:10832,"SH3 domain containing GRB2 like 3, endophilin A3",SH3GL3,gene
kidney,HGNC:2303,HGNC:2303,carboxypeptidase E,gene
kidney,HGNC:2045,claudin 3,CLDN3,gene
kidney,HGNC:9459,prospero homeobox 1,PROX1,gene
kidney,HGNC:2026,,CLCNKA,gene
kidney,HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,gene
kidney,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1,protein
kidney,HGNC:33705,transmembrane protein 207,TMEM207,gene
kidney,HGNC:2037,claudin 16,CLDN16,gene
kidney,HGNC:9858,RAP1 GTPase activating protein,RAP1GAP,gene
kidney,HGNC:7872,uromodulin,NOS1,gene
kidney,HGNC:10250,roundabout guidance receptor 1,ROBO2,gene
kidney,HGNC:10912,solute carrier family 12 member 3,SLC12A3,gene
kidney,HGNC:17995,transient receptor potential cation channel subfamily M member 6,TRPM6,gene
kidney,HGNC:1434,calbindin 1,CALB1,gene
kidney,HGNC:10527,spalt like transcription factor 3,SALL3,gene
kidney,P55017,Solute carrier family 12 member 3,SLC12A3,protein
kidney,HGNC:11068,solute carrier family 8 member A1,SLC8A1,gene
kidney,HGNC:5209,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,gene
kidney,HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
kidney,HGNC:3145,transient receptor potential cation channel subfamily V member 5,TRPV5,gene
kidney,HGNC:4172,GATA binding protein 3,GATA3,gene
kidney,HGNC:10588,sodium voltage-gated channel alpha subunit 2,SCN2A,gene
kidney,P23771,Trans-acting T-cell-specific transcription factor GATA-3,GATA3,protein
kidney,HGNC:4028,FXYD domain containing ion transport regulator 4,FXYD4,gene
kidney,HGNC:1373,carbonic anhydrase 2,CA2,gene
kidney,HGNC:18266,ATPase H+ transporting V0 subunit d2,ATP6V0D2,gene
kidney,HGNC:11027,solute carrier family 4 member 1 (Diego blood group),SLC4A1,gene
kidney,HGNC:14467,solute carrier family 26 member 7,SLC26A7,gene
kidney,HGNC:639,aquaporin 6,AQP6,gene
kidney,HGNC:8076,neurexophilin 2,NXPH2,gene
kidney,HGNC:8818,solute carrier family 26 member 4,SLC26A4,gene
kidney,HGNC:11035,solute carrier family 4 member 9,SLC4A9,gene
kidney,,TBC/LysM-associated domain containing 2,TLDC2,gene
kidney,HGNC:6093,insulin receptor related receptor,INSRR,gene
kidney,HGNC:23616,solute carrier family 35 member F3,SLC35F3,gene
kidney,HGNC:6446,"Keratin, type II cytoskeletal 8",KRT8,gene
kidney,P05787,"Keratin, type II cytoskeletal 8",K2C8,protein
kidney,HGNC:18266,,ATP6V0D2,gene
kidney,HGNC:14467,,SLC26A7,gene
kidney,HGNC:27220,transmembrane protein 213,TMEM213,gene
kidney,HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,gene
kidney,HGNC:11027,solute carrier family 4 member 9,SLC4A1,gene
kidney,HGNC:1437,calcitonin related polypeptide alpha,CALCA,gene
kidney,HGNC:11035,,SLC4A9,gene
kidney,HGNC:8031,neurotrophic receptor tyrosine kinase 1,NTRK1,gene
kidney,HGNC:16041,,EMCN,gene
kidney,HGNC:8823,platelet and endothelial cell adhesion molecule 1,PECAM1,gene
kidney,P16284,Platelet endothelial cell adhesion molecule,CD31,protein
kidney,HGNC:8951,,SERPINE2,gene
kidney,HGNC:10918,solute carrier family 14 member 1 (Kidd blood group),SLC14A1,gene
kidney,HGNC:18122,SRY-box transcription factor 17,SOX17,gene
kidney,HGNC:9845,receptor activity modifying protein 3,RAMP3,gene
kidney,HGNC:13635,plasmalemma vesicle associated protein,PLVAP,gene
kidney,HGNC:2959,deoxyribonuclease 1 like 3,DNASE1L3,gene
kidney,HGNC:26183,multiple C2 and transmembrane domain containing 1,MCTP1,gene
kidney,HGNC:7976,nuclear receptor subfamily 2 group F member 2,NR2F2,gene
kidney,HGNC:4460,glycoprotein M6A,GPM6A,gene
kidney,HGNC:7178,multimerin 1,MMRN1,gene
kidney,HGNC:11592,T-box transcription factor 1,TBX1,gene
kidney,HGNC:11553,transgelin,TAGLN,gene
kidney,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
kidney,HGNC:7569,myosin heavy chain 11,MYH11,gene
kidney,HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,gene
kidney,HGNC:234,adenylate cyclase 3,ADCY3,gene
kidney,HGNC:26295,coiled-coil domain containing 102B,CCDC102B,gene
kidney,HGNC:6934,melanoma cell adhesion molecule,MCAM,gene
kidney,HGNC:10002,regulator of G protein signaling 6,RGS6,gene
kidney,HGNC:277,adrenoceptor alpha 1A,ADRA1A,gene
kidney,HGNC:15710,LIM domain binding 3,LDB3,gene
kidney,P62736,"Actin, aortic smooth muscle",SMA,protein
kidney,HGNC:9958,renin,REN,gene
kidney,HGNC:2705,decorin,DCN,gene
kidney,HGNC:14881,zinc finger E-box binding homeobox 2,ZEB2,gene
kidney,HGNC:1346,complement C7,C7,gene
kidney,HGNC:6724,lumican,LUM,gene
kidney,HGNC:2197,collagen type I alpha 1 chain,COL1A1,gene
kidney,HGNC:2198,collagen type I alpha 2 chain,COL1A2,gene
kidney,P02462,Collagen alpha-1(IV) chain,COL4A1,protein
kidney,HGNC:11509,synaptotagmin 1,SYT1,gene
kidney,HGNC:24039,CXADR like membrane protein,CLMP,gene
kidney,HGNC:7656,neural cell adhesion molecule 1,NCAM1,gene
kidney,HGNC:5318,tenascin C,TNC,gene
kidney,HGNC:6277,potassium two pore domain channel subfamily K member 2,KCNK2,gene
kidney,HGNC:20391,sulfatase 1,SULF1,gene
kidney,HGNC:2193,collagen type XVI alpha 1 chain,COL16A1,gene
kidney,HGNC:2209,collagen type V alpha 1 chain,COL5A1,gene
kidney,HGNC:9666,Receptor-type tyrosine-protein phosphatase C,PTPRC,gene
kidney,P08575,Receptor-type tyrosine-protein phosphatase C,CD45,protein
kidney,HGNC:1631,CD163 molecule,CD163,gene
kidney,HGNC:6024,interleukin 7 receptor,IL7R,gene
kidney,HGNC:1628,CD14 molecule,CD14,gene
kidney,HGNC:6152,integrin subunit alpha X,ITGAX,gene
kidney,HGNC:7228,"Can also see T-helper cells, CNT and DCT ssubsegments",MRC1,gene
kidney,HGNC:4947,"major histocompatibility complex, class II, DR alpha",HLA-DRA,gene
kidney,P20702,Integrin alpha-X,CD11c,protein
kidney,P22897,Macrophage mannose receptor 1,CD206,protein
kidney,P34810,Macrosialin,CD68,protein
kidney,P01903,"HLA class II histocompatibility antigen, DR alpha chain",HLA-DRA,protein
kidney,HGNC:,integrin subunit alpha L,ITGAL,gene
kidney,HGNC:,leukocyte immunoglobulin like receptor B2,LILRB2,gene
kidney,HGNC:3619,Fc gamma receptor IIIa,FCGR3A,gene
kidney,HGNC:7830,natural killer cell granule protein 7,NKG7,gene
kidney,HGNC:4414,granulysin,GNLY,gene
kidney,HGNC:4708,granzyme A,GZMA,gene
kidney,HGNC:10473,RUNX family transcription factor 3,RUNX3,gene
kidney,HGNC:16892,CD96 molecule,CD96,gene
kidney,HGNC:1677,CD247 molecule,CD247,gene
kidney,HGNC:1675,CD3 gamma subunit of T-cell receptor complex,CD3G,gene
kidney,HGNC:613,apolipoprotein E,APOE,gene
kidney,HGNC:1636,CD1c molecule,CD1C,gene
kidney,HGNC:1638,CD1e molecule,CD1E,gene
kidney,HGNC:3609,Fc epsilon receptor Ia,FCER1A,gene
kidney,HGNC:3765,fms related receptor tyrosine kinase 3,FLT3,gene
kidney,HGNC:26705,C-type lectin domain containing 9A,CLEC9A,gene
kidney,HGNC:6012,interleukin 3 receptor subunit alpha,IL3RA,gene
kidney,HGNC:1241,complement C1q A chain,C1QA,gene
kidney,HGNC:4947,fms related receptor tyrosine kinase 3,HLA-DRA,gene
kidney,,macrophage scavenger receptor 1,MSR1,gene
kidney,,fms related receptor tyrosine kinase 3,ITGAX,gene
kidney,,"major histocompatibility complex, class II, DQ alpha 1",HLA-DQA1,gene
kidney,HGNC:4948,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1,gene
kidney,HGNC:2435,colony stimulating factor 2 receptor subunit alpha,CSF2RA,gene
kidney,,CD14 molecule,CD14,gene
kidney,HGNC:12339,transient receptor potential cation channel subfamily M member 2,TRPM2,gene
kidney,HGNC:1673,CD3 delta subunit of T-cell receptor complex,CD3D,gene
kidney,HGNC:11935,CD40 ligand,CD40LG,gene
kidney,UNIPROT:P01732,T-cell surface glycoprotein CD8 alpha chain,CD8,protein
kidney,P04234,T-cell surface glycoprotein CD3 delta chain,CD3,protein
kidney,P01730,T-cell surface glycoprotein CD4,CD4,protein
kidney,HGNC:10630,C-C motif chemokine ligand 4,CCL4,gene
kidney,HGNC:10632,C-C motif chemokine ligand 5,CCL5,gene
kidney,UNIPROT:P01733,T-cell surface glycoprotein CD8 alpha chain,CD8,protein
kidney,HGNC:6106,forkhead box P3,FOXP3,gene
kidney,Q9BZS1,Forkhead box protein P3,FOXP3,protein
kidney,HGNC:5713,joining chain of multimeric IgA and IgM,JCHAIN,gene
kidney,HGNC:1698,C-C motif chemokine ligand 4,CD79A,gene
kidney,HGNC:7315,membrane spanning 4-domains A1,MS4A1,gene
kidney,P11836,B-lymphocyte antigen CD20,CD20,protein
kidney,HGNC:30125,marginal zone B and B1 cell specific protein,MZB1,gene
kidney,HGNC:18508,Fc receptor like 5,FCRL5,gene
kidney,HGNC:5716,immunoglobulin kappa constant,IGKC,gene
kidney,HGNC:10499,S100 calcium binding protein A9,S100A9,gene
kidney,HGNC:10498,S100 calcium binding protein A8,S100A8,gene
kidney,HGNC:3620,Fc gamma receptor IIIb,FCGR3B,gene
kidney,HGNC:2439,colony stimulating factor 3 receptor,CSF3R,gene
kidney,P05164,Myeloperoxidase,MPO,protein
kidney,HGNC:2298,carboxypeptidase A3,CPA3,gene
kidney,HGNC:7316,membrane spanning 4-domains A2,MS4A2,gene
kidney,HGNC:6442,keratin 5,KRT5,gene
kidney,HGNC:15979,tumor protein p63,TP63,gene
kidney,,glutathione peroxidase 2,GPX2,gene
kidney,HGNC:4554,glutathione peroxidase 2,GPX2,gene
knee,HGNC:9364,PRG4: proteoglycan 4,Lubricin,protein
knee,HGNC:14872,ASPN: asporin proteoglycan,Asporin proteoglycan,protein
knee,HGNC:2200,COL2A1: collagen type II alpha 1 chain,Type II Collagen,protein
knee,HGNC:2201,COL3A1: collagen type III alpha 1 chain,Type III Collagen,protein
knee,HGNC:2186,COL11A1: collagen type XI alpha 1 chain,Type XI Collagen,protein
knee,HGNC:2185,COL10A1: collagen type X alpha 1 chain,Type X Collagen,protein
knee,HGNC:438,"ALPL: alkaline phosphatase, biomineralization associated",Alkaline Phosphatase,protein
knee,HGNC:5341,IBSP: integrin binding sialoprotein,Bone Sialoprotein,protein
knee,HGNC:2185,COL10A1: collagen type X alpha 1 chain,COL10A1: collagen type X alpha 1 chain,protein
knee,HGNC:2197,COL1A1: collagen type I alpha 1 chain,COL1A1: collagen type I alpha 1 chain,protein
knee,HGNC:2932,DMP1: dentin matrix acidic phosphoprotein 1,DMP1: dentin matrix acidic phosphoprotein 1,protein
knee,HGNC:5341,IBSP: integrin binding sialoprotein,IBSP: integrin binding sialoprotein,protein
knee,HGNC:124,"TRAP: ACP5: acid phosphatase 5, tartrate resistant","TRAP: ACP5: acid phosphatase 5, tartrate resistant",protein
knee,HGNC:2536,CTSK: cathepsin K,CTSK: cathepsin K,protein
