source_id,source_rdfs_label,source_name,source_type,relationship,target_id,target_rdfs_label,target_name,target_type
CL:0000057,fibroblast,fibroblast,CT,located_in,UBERON:0035225,anterior temporal artery,anterior temporal artery,AS
PCL:0015093,Exc L5 THEMIS FGF10 primary motor cortex glutamatergic neuron (Hsap),Exc L5 THEMIS FGF10,CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
,,stylomastoid foramen of petrous part of temporal bone,AS,part_of,UBERON:0001678,temporal bone,temporal bone,AS
UBERON:0001319,vaginal vein,vaginal vein,AS,part_of,UBERON:0001317,internal iliac vein,internal iliac vein,AS
FMA:44740,articular branch of medial plantar nerve,articular branch of medial plantar nerve,AS,part_of,FMA:44716,medial plantar nerve,medial plantar nerve,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:44647,First dorsal metatarsal artery,first dorsal metatarsal artery,AS
UBERON:0013192,ovarian medulla,ovarian medulla,AS,part_of,,,central superior antimesenteric ovary,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:6700,lower branch of internal laryngeal nerve to mucosa of arytenoid cartilage,lower branch of internal laryngeal nerve to mucosa of arytenoid cartilage,AS
HGNC:6012,IL3RA,CD123,B,characterizes,CL:0000050,megakaryocyte-erythroid progenitor cell,megakaryocyte-erythroid-mast cell progenitor (MEMP),CT
FMA:22838,Deep palmar arterial arch,deep palmar arch,AS,part_of,UBERON:0001404,radial artery,radial artery,AS
CL:0011005,GABAergic interneuron,GABAergic interneuron,CT,located_in,UBERON:0001791,inner nuclear layer of retina,inner nuclear layer,AS
,,zygomatic process of squamous part of temporal bone,AS,part_of,UBERON:0001678,temporal bone,temporal bone,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,third posterior perforating branch of plantar arch,AS
FMA:65296,lateral pectoral nerve,lateral pectoral nerve,AS,part_of,UBERON:0001814,brachial nerve plexus,brachial plexus,AS
UBERON:0003468,ureteric segment of renal artery,ureteric segment of renal artery,AS,part_of,UBERON:0001184,renal artery,renal artery,AS
HGNC:31713,CLEC12A,CLEC12Ahi,B,characterizes,CL:0000559,promonocyte,promonocyte,CT
HGNC:3318,E74 like ETS transcription factor 3,ELF3,B,characterizes,CL:0002332,ciliated cell of the bronchus,ciliated cell of the bronchus,CT
HGNC:1690,CD5L,CD5L+,B,characterizes,CL:0000876,splenic white pulp macrophage,Macrophages,CT
,,calcaneal tuberosity of calcaneus,AS,part_of,UBERON:0001450,calcaneus,calcaneus,AS
HGNC:10639,CXCL13,CXCL13,B,characterizes,CL:0000442,follicular dendritic cell,Follicular Dendritic Cell (FDC),CT
CL:0000057,fibroblast,fibroblast,CT,located_in,,,fourth common plantar digital artery,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:22511,Articular branch of descending genicular artery,articular branch of descending genicular artery,AS
CL:0000837,hematopoietic multipotent progenitor cell,hemopoietic stem cell/multipotent progenitor (HSC/MPP),CT,located_in,UBERON:0002371,Bone marrow,Bone marrow,AS
,Amex_419 Amygdala excitatory Neuron of gray matter of forebrain,Amex_419,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
HGNC:8803,,PDGFRA,B,characterizes,CL:2000067,cardiac atrium fibroblast,fibroblast,CT
HGNC:5297,5-hydroxytryptamine receptor 3A,HTR3A,B,characterizes,PCL:0015012,Inh L1-2 VIP HTR3A primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 VIP HTR3A,CT
HGNC:1678,CD4,CD4 molecule,B,characterizes,CL:0000815,regulatory T cell,T reg,CT
CL:0009016,intestinal crypt stem cell of large intestine,epithelial stem cell,CT,located_in,UBERON:0022281,epithelium of crypt of Lieberkuhn of large intestine,epithelium,AS
HGNC:12726,von Willebrand factor,VWF,B,characterizes,CL:2000062,placental villous capillary endothelial cell,placental microvascular endothelial cells,CT
CL:0002088,interstitial cell of Cajal,interstitial cell of Cajal,CT,located_in,UBERON:0002439,myenteric nerve plexus,myenteric plexus of Auerbach,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0000947,aorta,aorta,AS
HGNC:23600,KRTAP5-6,keratin 5/6,B,characterizes,CL:0000312,keratinocyte,keratinocyte,CT
,,posterior inferior iliac spine of ilium of os coxa,AS,part_of,UBERON:0001272,innominate bone,os coxa,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0008572,posterior crico-arytenoid,posterior cricoarytenoid muscle,AS
HGNC:3128,GPR183,GPR183,B,characterizes,CL:0000970,unswitched memory B cell,memory B cell,CT
,,inferior costal facet of second thoracic vertebra,AS,part_of,UBERON:0004627,thoracic vertebra 2,thoracic vertebra 2,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001355,deep femoral artery,deep femoral artery,AS
CL:0002144,capillary endothelial cell,capillary endothelial cell,CT,located_in,FMA:280080,Capillary network of pancreatic islet,pancreatic islet capillary,AS
UBERON:0001297,,serosa of the uterus,AS,part_of,,,right posterior body of uterus,AS
HGNC:19718,relaxin family peptide receptor 1,RXFP1,B,characterizes,,EMSN_226 Eccentric medium spiny neuron Neuron of brain,EMSN_226,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,vertebral foramen of ninth thoracic vertebra,AS
,,trochlea of talus,AS,part_of,UBERON:0002395,talus,talus,AS
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0004322,middle phalanx of manual digit 4,middle phalanx of digit of hand 4,AS
FMA:20886,Posterior labial artery,posterior labial artery,AS,part_of,UBERON:0007315,internal pudendal artery,internal pudendal artery,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:52802,greater palatine nerve,greater palatine nerve,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:20805,Descending branch of lateral circumflex femoral artery,descending branch of lateral femoral circumflex artery,AS
,,transverse process of eighth thoracic vertebra,AS,part_of,UBERON:0011050,thoracic vertebra 8,thoracic vertebra 8,AS
HGNC:11924,TNFRSF9,TNFRSF9,B,characterizes,CL:0002138,endothelial cell of lymphatic vessel,Lymphatic Endothelial Cell,CT
,,placental stromal cell (PSC),CT,located_in,,,villous mesenchyme,AS
CL:4023063,medial ganglionic eminence derived interneuron,MGE derived interneuron,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
,,M2-like macrophage,CT,located_in,UBERON:0000006,islet of Langerhans,Islet of Langerhans,AS
HGNC:130,ACTA2,ACTA2,B,characterizes,CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT
HGNC:2770,desmin,DES,B,characterizes,CL:1000487,smooth muscle cell of prostate,prostate smooth muscle,CT
,Amex_154 Amygdala excitatory Neuron of gray matter of forebrain,Amex_154,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,shaft of fourth middle phalanx of foot,AS
HGNC:9360,PRF1,PRF1+,B,characterizes,,,Cytotoxic Memory T Cell,CT
FMA:50337,Pericallosal artery,pericallosal artery,AS,part_of,UBERON:0001624,anterior cerebral artery,anterior cerebral artery,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:14762,Right ovarian artery,right ovarian artery,AS
,,CA7,B,characterizes,CL:0000584,enterocyte,enterocyte,CT
HGNC:9604,COX-1,PTGS1,B,characterizes,CL:0019032,,tuft cell,CT
HGNC:21245,peptidase inhibitor 16,PI16,B,characterizes,,,PI16+ fibroblast cell of bladder,CT
,,transverse process of twelfth thoracic vertebra,AS,part_of,UBERON:0004636,thoracic vertebra 12,thoracic vertebra 12,AS
UBERON:0012418,respiratory system venous smooth muscle,venous system smooth muscle,AS,part_of,UBERON:0001592,bronchial vein,bronchial vein,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:22857,Lateral proper palmar digital artery of middle finger,lateral proper palmar digital artery of third digit of hand,AS
,,RP11-719N9.1,B,characterizes,,Misc_176 Miscellaneous Neuron of hippocampal gyrus (formation),Misc_176,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,inferior pharyngeal artery,AS
,Splat_388 Splatter Neuron of pons,Splat_388,CT,located_in,UBERON:0000988,pons,pons,AS
UBERON:8410052,lymph node germinal center light zone,Light Zone,AS,part_of,UBERON:0009039,lymph node germinal center,Germinal Center,AS
HGNC:24330,complexin 4,CPLX4,B,characterizes,,CBI_302 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_302,CT
,,shaft of fourth proximal phalanx of foot,AS,part_of,UBERON:0004335,proximal phalanx of pedal digit 4,proximal phalanx of digit of foot 4,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:4879,Right third posterior intercostal vein,right posterior intercostal vein 3,AS
HGNC:1697,CD74,HLA-DR,B,characterizes,CL:0000787,memory B cell,Memory B Cell,CT
FMA:81314,nerve to infraspinatus muscle,branch of suprascapular nerve to infraspinatus muscle,AS,part_of,FMA:37025,suprascapular nerve,suprascapular nerve,AS
HGNC:12695,vasoactive intestinal peptide receptor 2,VIPR2,B,characterizes,,Misc_177 Miscellaneous Neuron of brain,Misc_177,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:6871,lesser occipital nerve,lesser occipital nerve,AS
,,transverse process of third cervical vertebra,AS,part_of,UBERON:0004612,mammalian cervical vertebra 3,cervical vertebra 3,AS
CL:0000182,hepatocyte,hepatocyte,CT,located_in,UBERON:0005452,hepatic cord,hepatic plate,AS
HGNC:3609,Fc epsilon receptor Ia,FCER1A,B,characterizes,CL:0001056,"dendritic cell, human",Dendritic Cell (general),CT
UBERON:0003591,lobar bronchus connective tissue,lobar bronchus connective tissue,AS,part_of,UBERON:0002183,lobar bronchus,secondary bronchus,AS
,,CTC-340A15.2,B,characterizes,,Splat_413 Splatter Neuron of hypothalamus,Splat_413,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,infraspinous fossa of scapula,AS
HGNC:1441,CALD1,Caldesmon,B,characterizes,CL:0000186,myofibroblast cell,Myofibroblasts,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:10787,Anterior external vertebral venous plexus,anterior external vertebral venous plexus #3,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:4734,Fifth anterior intercostal vein,anterior intercostal vein 5,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,pedicle of sixth cervical vertebra,AS
UBERON:0035183,calcarine artery,calcarine artery,AS,part_of,UBERON:0001636,posterior cerebral artery,posterior cerebral artery,AS
HGNC:4054,,IFI6,B,characterizes,CL:0000897,"CD4-positive, alpha-beta memory T cell",CD4 T cell memory,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,dorsal meningeal artery,AS
HGNC:16941,secretagogin,Secretagogin,B,characterizes,CL:4033027,diffuse bipolar 1 cell,Diffuse bipolar 1 (DB1),CT
,MGE_256 MGE interneuron Neuron of cerebral cortex,MGE_256,CT,located_in,UBERON:0000956,cerebral cortex,cerebral cortex,AS
HGNC:1929,,chromogranin A,B,characterizes,CL:0000165,,neuroendocrine,CT
UBERON:0006663,hemiazygos vein,hemiazygos vein,AS,part_of,UBERON:0001594,azygos vein,azygos vein,AS
,,macrophage,CT,located_in,,,lamina propria of Fallopian tube isthmus,AS
FMA:20548,branch of ilioinguinal nerve to internal oblique,branch of ilioinguinal nerve to internal oblique,AS,part_of,FMA:16483,ilioinguinal nerve,ilioinguinal nerve,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:3840,Posterior interventricular branch of right coronary artery,posterior descending artery,AS
,,dorsal digital artery of first digit of hand,AS,part_of,FMA:22761,First dorsal metacarpal artery,first dorsal metacarpal artery,AS
CL:0000186,myofibroblast cell,myofibroblast,CT,located_in,UBERON:0007177,lamina propria of mucosa of colon,lamina propria,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0005628,ileal artery,ileal artery,AS
HGNC:5525,IGHG1,IgG1,B,characterizes,CL:0000786,plasma cell,plasma cell,CT
,,palpebral part of orbicularis oculi muscle,AS,part_of,UBERON:0001578,orbicularis oculi muscle,orbicularis oculi muscle,AS
HGNC:6352,kelch like family member 1,KLHL1,B,characterizes,PCL:0015056,Inh L5-6 SST FBN2 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST FBN2,CT
,,EPCAM,B,characterizes,,,intercalary cell,CT
UBERON:0002151,pontine nuclear group,basilar part of pons (Pontine nuclei),AS,part_of,UBERON:0000988,pons,pons,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0001623,dorsal nasal artery,dorsal nasal artery,AS
HGNC:4708,granzyme A,GZMA,B,characterizes,CL:0000623,natural killer cell,Natural Killer Cell,CT
HGNC:1676,,CD3,B,characterizes,CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",surface intraepithelial CD8+ lymphocyte gamma/delta,CT
CL:0002059,CD8alpha-positive thymic conventional dendritic cell,conventional dendritic cell 1,CT,located_in,UBERON:0003988,thymus corticomedullary boundary,corticomedullary boundary of thymus,AS
UBERON:0004333,proximal phalanx of pedal digit 2,proximal phalanx of digit of foot 2,AS,part_of,UBERON:0005899,pes bone,foot bone,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:18832,Vaginal artery,vaginal artery,AS
,,PI16+ fibroblast cell of ureter,CT,located_in,UBERON:0001253,lamina propria of ureter,lamina propria of ureter,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:70444,Posterior segmental hepatic artery,posterior segmental branch of right hepatic artery,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:79467,Accessory meningeal artery,accessory meningeal artery,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:79972,nerve to abductor digiti minimi of foot,nerve to abductor digiti minimi of foot,AS
CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelial cell,CT,located_in,UBERON:0002508,celiac lymph node,celiac lymph node,AS
FMA:52932,middle superior alveolar nerve,middle superior alveolar nerve,AS,part_of,FMA:52930,superior alveolar nerve,superior alveolar nerve,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,auricularis anterior muscle,AS
UBERON:0001531,right common carotid artery plus branches,right common carotid artery,AS,part_of,UBERON:0001529,brachiocephalic artery,brachiocephalic artery,AS
,,vertebral body of fifth cervical vertebra,AS,part_of,UBERON:0004614,mammalian cervical vertebra 5,cervical vertebra 5,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0034964,superficial epigastric artery,superficial epigastric artery,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0002070,superior pancreaticoduodenal artery,superior pancreaticoduodenal artery,AS
HGNC:5541,IGHM,IgM+,B,characterizes,CL:0000845,marginal zone B cell of spleen,Superficial Zone B Cell,CT
HGNC:6024,interleukin 7 receptor,CD127,B,characterizes,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived CD8-positive, alpha-beta T cell",CT
CL:0000057,fibroblast,fibroblast,CT,located_in,UBERON:0012398,circular muscle layer,circular muscle layer,AS
,,left anterior lower uterine segment,AS,part_of,,,lower uterine segment,AS
,CGE_295 CGE interneuron Neuron of gray matter of forebrain,CGE_295,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
UBERON:0001685,hyoid bone,hyoid bone,AS,part_of,,,hyoid region bone,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:18871,Inferior gluteal artery,inferior gluteal artery,AS
HGNC:7976,nuclear receptor subfamily 2 group F member 2,Nr2F2,B,characterizes,CL:4033008,vein endothelial cell of respiratory system,vein endothelial cell of respiratory system,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:14793,Caudal pancreatic artery,caudal pancreatic artery,AS
HGNC:895,arginine vasopressin receptor 1A,AVPR1A,B,characterizes,,,pericyte cell of ureter,CT
CL:0000071,blood vessel endothelial cell,Blood Vessel Endothelial Cell,CT,located_in,UBERON:8410035,medullary arteriole of lymph node,Arteriole,AS
CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelium,CT,located_in,UBERON:0007178,muscularis mucosae of colon,muscularis mucosa,AS
HGNC:11506,,synaptophysin,B,characterizes,CL:0000165,neuroendocrine cell,neuroendocrine,CT
FMA:3862,left anterior descending artery,left anterior descending artery,AS,part_of,UBERON:0002094,interventricular septum,septum,AS
,,sphenopalatine sinus,AS,part_of,UBERON:0035231,superficial middle cerebral vein,superficial middle cerebral vein,AS
UBERON:0001189,left testicular artery,left testicular artery,AS,part_of,UBERON:0001516,abdominal aorta,abdominal aorta,AS
HGNC:634,aquaporin 2,AQP2,B,characterizes,CL:1000716,kidney outer medulla collecting duct principal cell,Outer Medullary Collecting Duct Principal Cell,CT
,,CTC-340A15.2,B,characterizes,,MSN_216 Medium spiny neuron Neuron of brain,MSN_216,CT
HGNC:12008,TPH1,Tryptophan hydroxylase 1,B,characterizes,CL:0000577,type EC enteroendocrine cell,Enterochromaffin cell,CT
,Tcell_1 Miscellaneous Non-neuron of brain,Tcell_1,CT,is_a,CL:0000084,T cell,T cell,CT
