keyword,processed
SPINK2,0
Sympathetic nerves,0
middle hemorrhoidal vein,0
intermediate back muscle,0
posterior intercostal artery 2,0
reflected head of rectus femoris muscle,0
lateral proper plantar digital artery of fourth digit of foot,0
superior temporal line of parietal bone,0
BHLHE22,0
CD4+/- or CD8,0
nitric oxide synthase,0
Efferent Lymphatics,0
midbrain tegmentum,0
Endo L2-5 NOSTRIN SRGN,0
Inner muscle layer of Fallopian tube ampulla,0
median cubital vein,0
Olfactory bulb,0
great cardiac vein,0
left interlobar pulmonary artery,0
amniotic ectoderm,0
HCN4,0
transverse ridges of sacrum,0
vagal part of accessory nerve,0
CXCL12,0
anterior tympanic artery,0
deep artery of clitoris,0
longissimus capitis muscle,0
GPM6A,0
intermediate cell of bladder urothelium,0
NXPH1,0
LOC105377209,0
Integrin Î±v,0
corneal endothelial cell,0
LINC02752,0
inferior costal facet of seventh thoracic vertebra,0
anterior intercostal vein 3,0
FANK1,0
DLIT_139,0
CD45RA,0
LRIG1,0
perineal branch of posterior femoral cutaneous nerve,0
anterior inferior segmental renal artery,0
CD106,0
HBA1,0
C8 segment of cervical spinal cord,0
CD1D,0
medial proper palmar digital artery of fourth digit of hand,0
posterior segmental medullary artery,0
CASQ2,0
dorsal ramus of coccygeal spinal nerve,0
OLR1,0
left renal vein,0
head of radius of radius,0
CD82,0
CCN1,0
EMSN_230,0
articular facet of tubercle of first rib,0
anterior gluteal line of ilium of os coxa,0
Dark Zone,0
upper branch of internal laryngeal nerve to epiglottis,0
nerves,0
CX40,0
IGFBP6,0
muscular branch of tibial nerve to tibialis posterior,0
CXCL5,0
shaft of first metatarsal bone,0
sixth thoracic spinal nerve,0
inferior articular facet of third lumbar vertebra,0
SGMS2,0
substantia gelatinosa of cervical spinal cord dorsal horn,0
superior costal facet of second thoracic vertebra,0
GATA1,0
branch of lesser occipital nerve to posterior auricular branch of facial nerve,0
Fibrillin-3,0
superior vein of Sappey,0
axial skeleton,0
dorsal nerve of clitoris,0
CSF1R,0
pedicle of third cervical vertebra,0
CLEC4G,0
branch of auricular branch of vagus nerve to floor of external acoustic meatus,0
EIF4A3,0
meningeal branch of mandibular nerve,0
SCGN,0
thoracic intertransversarii muscle,0
hindbrain (rhombencephalon),0
MEIS1,0
ULIT_134,0
Amex_158,0
pectoral girdle bone,0
muscular branch of lumbar plexus to psoas major,0
vertebral foramen of second lumbar vertebra,0
anterior compartment of forearm muscle,0
anterior inferior pancreaticoduodenal vein,0
Ventral Inhibitory Neuron 2,0
cholecystokinin,0
zygomatic nerve,0
CLIC3,0
outer nuclear layer,0
lumbar spinal cord gray matter,0
superior palpebral vein,0
pedicle of second lumbar vertebra,0
RP4-668E10.4,0
AC005150.1,0
inferior articular facet of second thoracic vertebra,0
nerve of Fallopian tube infundibulum,0
thoracic vertebra 9,0
LDB3,0
Amex_173,0
superficial temporal artery,0
Bergmann glial cell,0
CYP2D6,0
middle phalanx of digit of foot 3,0
S100A6,0
thoracodorsal nerve,0
Amex_154,0
ACKR1+,0
blood endothelial cell,0
vein of ductus deferens,0
extensor carpi radialis longus muscle,0
chorion membrane,0
Dorsal Inhibitory Neuron 5,0
flexor carpi radialis muscle,0
dorsal lingual artery,0
CA13_187,0
synaptophysin,0
lesser palatine foramen of palatine bone,0
inferior articular facet of sixth cervical vertebra,0
DUSP4,0
PRLR,0
marker of proliferation Ki-67,0
palatal muscle,0
MIR3681HG,0
P2RY1,0
BPIFA1,0
Fbl_25,0
inferior articular facet of ninth rib,0
STAB2,0
CD3d molecule,0
KCNK2,0
LMO4,0
HES1,0
fourth sacral spinal nerve,0
branch of posterior interosseous nerve to extensor pollicis brevis,0
Amex_155,0
CBI_304,0
inferior costal facet of first thoracic vertebra,0
EFNB4,0
FGFR4,0
Marrow Adipocytes,0
dorsal ramus of second thoracic spinal nerve,0
middle phalanx of digit of hand 4,0
zygomatic process of maxilla,0
COX7A1,0
ETNPPL,0
Platelet derived growth factor receptor beta,0
cutaneous branch of medial plantar nerve,0
limbal stem cells,0
maxillary artery,0
TNFRSF17,0
right posterior intercostal artery 3,0
IgD+,0
mesothelium of the uterine serosa,0
posterior spinal vein,0
spinous process of first thoracic vertebra,0
mesosalpinx,0
semilunar cell,0
body of fifth rib,0
epithelium of bronchiole,0
head of second metatarsal bone,0
calcaneal branch of fibular artery,0
ITGB3,0
ADIPOR1,0
posterior septal branch of sphenopalatine artery,0
communicating branch of auricular branch of vagus nerve with facial nerve,0
CTC-535M15.2,0
Cytokeratin 7,0
bronchial branch of vagus nerve,0
DLIT_151,0
hypophyseal vein,0
GP1BA,0
transverse facial vein,0
semitendinosus muscle,0
CD8+ T,0
groove for fibularis longus tendon of cuboid,0
inferior articular facet of ninth thoracic vertebra,0
first cervical spinal nerve,0
lower branch of internal laryngeal nerve to aryepiglottic fold,0
thoracic spinal cord ventral commissure,0
Tingible Body Macrophage,0
LINC01151,0
CBLN1,0
IRF8,0
Uncinate process of pancreas,0
cytotrophoblast (CTB),0
IFI27,0
costal groove of fifth rib,0
TRPV1,0
Centroacinar cell,0
hillock cell of prostatic urethra,0
right subclavian lymph trunk,0
posterior branch of axillary nerve,0
CD38+,0
SOX2,0
ventral posterior lateral nucleus,0
gut associated lymphoid tissue (GALT) /lamina propria,0
cavernous sinus #2,0
vertebral foramen of twelfth thoracic vertebra,0
IL10,0
branch of lateral pectoral nerve to clavicular part of pectoralis major,0
MET,0
Inh L2-5 PVALB HHIPL1,0
lateral superior genicular artery,0
anterior intercostal vein 5,0
infraspinous fossa of scapula,0
articular branch of anterior interosseous nerve,0
supercilary arch of frontal bone,0
red nucleus,0
endocrine,0
transitional,0
artery of Adamkiewicz,0
right brachiocephalic vein,0
branch of supratrochlear nerve to conjunctiva,0
levatores costarum breves of levator costarum muscle,0
amnion epithelial cell (AEC),0
KLRG1,0
ANLN,0
SEC16B,0
MDFIC,0
SLC9C1,0
Inh L3-5 VIP TAC3,0
head of fourth metacarpal bone,0
perivascular support cell,0
HERC2P3,0
branch of recurrent laryngeal nerve to posterior crico-arytenoid,0
CR2,0
bronchopulmonary segment,0
IGSF21,0
PVRL2,0
secondary capillary plexus of anterior pituitary gland #2,0
LOC105374973,0
DLNP_87,0
SOX9,0
LINC01210,0
squamous,0
alkaline phosphatase,0
Splat_380,0
Monocytoid B Cell,0
superior articular facet of first cervical vertebra,0
branch to great auricular nerve,0
CTLA4,0
interlobular renal vein,0
inferior vertebral notch of fourth lumbar vertebra,0
subserous artery of colon,0
fibroblast-mesenchymal cell,0
puboperineales muscle,0
trabecular bone,0
NEFM,0
Splat_360,0
CDH24,0
NFIA-AS2,0
inferior vertebral notch of sixth thoracic vertebra,0
facet of first rib,0
vertebral body of fifth cervical vertebra,0
hypothenar compartment of hand muscle,0
jugular foramen of petrous part of temporal bone,0
CADPS2,0
Collateral Ligaments,0
"occipitotemporal (fusiform) gyrus, temporal part",0
SLC26A7,0
LINC02642,0
TNNI2,0
superior border of scapula,0
Lamina propria/Gut associated lymphoid tissue (GALT),0
CAVIN2,0
Inh L1-2 VIP WNT4,0
Superficial Zone,0
Pancreatic acinus,0
IBSP: integrin binding sialoprotein,0
OV-6 ANTIGEN,0
Cornea,0
eighth thoracic spinal nerve,0
RMST,0
branch of suprascapular nerve to supraspinatus,0
third posterior perforating branch of plantar arch,0
subclavian vein,0
Splat_395,0
WDR49,0
PROX-1,0
LGR4,0
Epen_67,0
Factor XIIIa,0
midline nuclear complex,0
Eomes low Liver NK cell,0
Bone Marrow Stroma,0
shaft of third middle phalanx of hand,0
cutaneous branch of ilioinguinal nerve,0
levator labii superioris muscle,0
trigeminal impression of petrous part of temporal bone,0
SOx9,0
GNG11,0
meningeal branch of maxillary nerve,0
parotid branch of posterior auricular artery,0
"effector memory CD4-positive, alpha-beta T cell",0
right testicular vein,0
rib 2,0
uterine spiral artery,0
right ventricle,0
vertebral foramen of seventh thoracic vertebra,0
p60,0
Stratum basale (SB),0
lumbar vertebra,0
clavicular facet of scapula,0
substantia Innominata,0
intercalary cell,0
supraoptic region,0
EGF-R,0
CD66,0
SCTR,0
pulmonary vein,0
transverse part of trapezius muscle,0
connective tissue type mast cell,0
penile root branch of ilioinguinal nerve,0
Splat_410,0
uterine vein,0
pedicle of fifth cervical vertebra,0
aSMA,0
pterygovaginal artery,0
RPRM,0
pyramidal tract,0
LINC02263,0
ZIC2,0
Fatty acid binding protein 4,0
right gastroepiploic vein,0
subscapular vein,0
medial branch of supraorbital nerve,0
CD169,0
melanA,0
CD206,0
PBX3,0
branch of buccal nerve to gingiva,0
DG_205,0
MSN_219,0
puboprostaticus muscle,0
cuboidal oviduct epithelium,0
segmental spinal artery #5,0
NEURL1,0
conventional dendritic cell 1,0
visceral epithelial layer,0
vertebral body of sixth thoracic vertebra,0
vertebral body of sixth cervical vertebra,0
HGNC:1678,0
thymic artery,0
promyelocyte,0
MYL7,0
vertebral body of fourth thoracic vertebra,0
NUCB2,0
jejunal vein,0
pedicle of first thoracic vertebra,0
endometrial microvascular endothelial cell (EMEC),0
dorsal digital artery of first digit of hand,0
branch to posterior branch of great auricular nerve,0
IL7R,0
inferior costal facet of fifth thoracic vertebra,0
stromal cell,0
oblique head of adductor pollicis muscle,0
PEG10,0
T cell,0
lympho-myeloid progenitor cell (LMPP),0
occipital branch of posterior auricular artery,0
OTX2-AS1,0
LINC01982,0
talus,0
calcarine artery,0
posterior accessory saphenous vein,0
anterior branch of right hepatic portal vein,0
lateral calcaneal branch of sural nerve,0
COL10A1: collagen type X alpha 1 chain,0
CNDP1,0
SNCG,0
branch of suprascapular nerve to glenohumeral joint,0
CYP2F2,0
communicating branch of ilioinguinal nerve with iliohypogastric nerve,0
Tubules,0
valve interstitial cell,0
CACNG5,0
branch of ilioinguinal nerve to transversus abdominis,0
right first superior phrenic artery,0
superior articular facet of sixth rib,0
extensor pollicis brevis muscle,0
ureter,0
CCR4,0
vertebral foramen of second thoracic vertebra,0
cervical cardiac branch of vagus nerve,0
PLAT,0
shaft of fourth distal phalanx of foot,0
Dorsal Excitatory Neuron 8,0
GLUL,0
inferior articular facet of first thoracic vertebra,0
articular branch of ulnar nerve,0
alveolar border of mandible,0
coccygeal cornu of coccyx,0
TMEM132C,0
connexin 43,0
intertransversarii laterales lumborum muscle,0
nerve to superior longitudinal muscle of tongue,0
esophageal vein #2,0
calbindin 1,0
short head of biceps femoris muscle,0
TRAT1,0
M cell,0
Keratin 7,0
central anterior lower uterine segment,0
vertebral foramen of third lumbar vertebra,0
PRTG,0
superior parietal artery,0
vertebral body of seventh thoracic vertebra,0
ITGA2B,0
Arterial Capillary,0
left posterior body of uterus,0
RP11-418J17.3,0
astrocyte of the forebrain,0
superior pharyngeal constrictor muscle,0
CA13_188,0
zygomaticofacial artery,0
CTNNB1,0
deep auricular artery,0
lateral proper plantar digital artery of third digit of foot,0
ADAMTS16,0
EMSN_225,0
transversus abdominis branch of hypogastric branch of iliohypogastric nerve,0
multifidus thoracis muscle,0
SCN2A,0
CD8a molecule,0
styloid process of petrous part of temporal bone,0
GFRA1,0
Glomerular Epithelium,0
RASSF6,0
TYW3,0
vascular smooth muscle cell of bladder,0
DACH1,0
CALCB,0
transverse foramen of fifth cervical vertebra,0
Chrp_77,0
branch of posterior interosseous nerve to extensor pollicis longus,0
inferior ophthalmic vein,0
Light Zone,0
paraumbilical vein,0
CD40,0
superior genicular nerve,0
base of fourth metatarsal bone,0
RP5-1180C18.1,0
PRPH,0
AKR1C1,0
dorsal ramus of first cervical spinal nerve,0
VASH2,0
RUNX3,0
inferior vertebral notch of third cervical vertebra,0
Misc_168,0
dorsal meningeal artery,0
mandibular fossa of squamous part of temporal bone,0
lamina of twelfth thoracic vertebra,0
Mmb_331,0
RSPH1,0
basal forebrain,0
inferior articular facet of fifth rib,0
lacrimal fossa of frontal bone,0
tuberosity of fifth distal phalanx of hand,0
Exc L3-5 RORB LINC01202,0
thoracoacromial artery,0
vertebral arch of third lumbar vertebra,0
intermediate supraclavicular nerve,0
ANGPT1,0
CFH,0
base of second metatarsal bone,0
keratin 20,0
mandibular neck of mandible,0
nerve to ciliary ganglion,0
CRHR2,0
basal cell of bladder urothelium,0
SLC22A6,0
mucosal invariant T cell,0
Integrin Î²4,0
superior labial artery,0
communicating branch of auricular branch of vagus nerve with posterior auricular nerve,0
superior gluteal nerve,0
base of fourth middle phalanx of foot,0
anterior vestibular artery,0
HS3ST5,0
SLC5A5,0
lymph node,0
TFAP2B,0
internal thoracic artery,0
groove for vertebral artery of first cervical vertebra,0
scapular notch of scapula,0
PSMB11,0
LMO2,0
head of fourth middle phalanx of hand,0
MKX,0
LINC02196,0
vertebral foramen of fifth thoracic vertebra,0
Exc L2-3 LINC00507 DSG3,0
superior vertebral notch of fifth thoracic vertebra,0
perineurial cell,0
Smooth muscle cell,0
dorsal pancreatic artery,0
superior segmental artery of right lung,0
PDE3A,0
MSN_427,0
SEMA3G,0
lumbar spinal cord,0
central anterior fundus of uterus,0
TYMS,0
infrahyoid artery,0
podoplanin,0
Preosteoblast,0
Inh L3-5 PVALB ISG20,0
mental vein,0
SEMA3E,0
CLEC9A+,0
S100A9,0
thoracic vertebra 6,0
a smooth muscle actin,0
nasofrontal vein,0
RP11-287J11.1,0
retroduodenal artery,0
RHO,0
interstitial cell of Cajal,0
Delta cell,0
TTN,0
GJA5,0
right gastric artery,0
hypophyseal fossa of sphenoid bone,0
SMOC2,0
CD163,0
bile duct/ule,0
RGS13,0
dorsal ramus of twelfth thoracic spinal nerve,0
transverse process of second lumbar vertebra,0
PAPSS2,0
extra-laryngeal branch of recurrent laryngeal nerve to larynx,0
ELOVL4,0
branch of anterior interosseous nerve to pronator quadratus,0
dorsal ramus of seventh thoracic spinal nerve,0
multilayer ovarian follicle,0
SCGB1A1,0
HAL,0
left posterior intercostal vein 5,0
greater palatine nerve,0
CD4+T cell,0
scleral lamina cribrosa,0
dorsal ramus of sixth thoracic spinal nerve,0
Inner muscle layer of Fallopian tube intramural segment,0
communicating branch of auriculotemporal nerve with otic ganglion,0
MGE_242,0
central inferior mesenteric ovary,0
pronator teres muscle,0
SLC44A5,0
BTNL9,0
CPA6,0
second dorsal metatarsal artery,0
columnar cell ( larger cholangiocytes are more columnar) has ciliae,0
glandular venous plexus,0
Thex_458,0
chest muscle,0
gray matter of forebrain,0
LPO,0
CD271,0
branch of hypoglossal nerve to hyoglossus,0
body of second rib,0
"Laminin, subunit beta 2",0
vorticose vein,0
LHX1,0
SLC22A8,0
lateral dorsal digital branch of ulnar nerve to ring finger,0
KCTD12,0
lamina propria of ureter,0
RP11-238K6.2,0
CD31,0
artery of postcentral sulcus,0
transverse muscle,0
thoracic spinal cord dorsal horn,0
flexor digitorum superficialis muscle,0
nerve to depressor labii inferioris,0
inferior articular process of third thoracic vertebra,0
nerve to gemellus superior,0
umbilical vein,0
EDNRB,0
seventh thoracic spinal nerve,0
compressor urethrae branch of perineal nerve,0
MGE_239,0
nerve to adductor hallucis,0
CYP27A1,0
IGHG3,0
LINC01885,0
C1QC,0
inferior costal facet of eighth thoracic vertebra,0
smooth muscle of trachea,0
head of fourth distal phalanx of foot,0
CGE_287,0
placental disc,0
SSEA3,0
external cervical os,0
ORM1,0
inferior mesenteric lymph node,0
Keratin AE1,0
nerve to superior rectus,0
cervical mucosa,0
articular branch of posterior branch of obturator nerve,0
non-articular facet of tubercle of seventh rib,0
beige adipocyte,0
VLMC L1-5 PDGFRA COLEC12,0
stylomastoid artery,0
plasmacytoid dendritic cell,0
Main pancreatic duct (Duct of Wirsung),0
duodenojejunal flexure,0
Inh L3-5 SST GGTLC3,0
palatine bone,0
vertebral arch of third thoracic vertebra,0
communicating branch of cervical branch of facial nerve with transverse cutaneous cervical nerve,0
Splat_363,0
subscapularis muscle,0
S100A12,0
submucosal vein of colon,0
CD34+,0
ARHGAP42,0
subsegmental bronchial epithelium,0
PROX1,0
NXPH2,0
suprascapular vein,0
neck of fourth rib,0
PAX5,0
mature NK T cell,0
body of second cervical vertebra,0
Reticular Cell of splenic sinusoid,0
CD45RAlo,0
ischiopubic ramus of os coxa,0
LINC02237,0
muscular branch of medial plantar nerve to flexor hallucis brevis,0
cerebellar deep nuclei,0
Ventral Excitatory Neuron 3,0
alveolar macrophage CCL3+,0
splenic flexure,0
precuneus,0
costal groove of tenth rib,0
fat cell,0
medial head of triceps brachii muscle,0
metacarpal bone of digit 4,0
lung ciliated cell,0
pontine artery,0
CD11c+/lo,0
Fbl_26,0
CD4+ T cell resident memory,0
MSN_211,0
obturator groove of pubis of os coxa,0
branch of hypoglossal nerve to ansa cervicalis,0
central anterior body of uterus,0
ulnar artery,0
dorsal digital nerve of fourth toe,0
TRAJ24,0
superior vertebral notch of seventh cervical vertebra,0
NKG2D,0
orbital branch of maxillary nerve to sphenoidal sinus,0
MADCAM1+,0
NKp30,0
CA13_184,0
S1PR1,0
shaft of second metacarpal bone,0
crest of head of third rib,0
COL6A1,0
uvular branch of lesser palatine nerve,0
head of first proximal phalanx of hand,0
Hilum,0
transverse process of second thoracic vertebra,0
lateral dorsal cutaneous branch of sural nerve,0
transverse process of fourth thoracic vertebra,0
left gastroepiploic vein,0
COL IV,0
ADGRG6,0
DLIT_143,0
LOC401134,0
frontal pole,0
descending branch of lateral femoral circumflex artery,0
uterine venous plexsus,0
posterior branch of right hepatic portal vein,0
Chrp_82,0
RP11-690J15.1,0
NFIX,0
deep lingual artery,0
superior phrenic vein,0
sacral spinal cord white matter,0
Exc L5-6 FEZF2 OR1L8,0
FEZF1,0
rhodopsin,0
inferior rectus extraocular muscle,0
Misc_116,0
proper plantar digital nerve of big toe,0
NPPA,0
trapezius muscle,0
mid erythroid,0
zygomatic bone,0
