doi,in_asctb_5th,in_cellmarker,in_cxg,in_31_organ_PubMed_pubs,linked_organs,pub_year,article_title,authors,manually filled in_all,manually filled in_year,manually corrected_title
10.1038/s41586-020-2922-4,1,0,1,0,,2020.0,A molecular cell atlas of the human lung from single-cell RNA sequencing.,"Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman, Irving L. Weissman",FALSE,FALSE,FALSE
10.1038/s41586-020-2941-1,1,0,0,0,,2021.0,Decoding myofibroblast origins in human kidney fibrosis.,"Javier Perales-Paton, Julio Saez-Rodriguez, Peter Boor, Sach Mukherjee, Javier Perales-Paton, Julio Saez-Rodriguez, Peter Boor, Sach Mukherjee",FALSE,FALSE,FALSE
10.1038/s41586-021-03465-8,1,0,1,0,,2021.0,"Comparative cellular analysis of motor cortex in human, marmoset and mouse.","Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson, Antonio Pinto-Duarte, Bing Ren, Boudewijn P. F. Lelieveldt, C. Dirk Keene, Christof Koch, Ed S Lein, Ed S. Lein, Eran A. Mukamel, Gregory D. Horwitz, Hongkui Zeng, Jens Hjerling-Leffler, Jerold Chun, Joseph R. Ecker, Joseph R. Nery, Kun Zhang, M. Margarita Behrens, Nikolai C. Dembrow, Peter V. Kharchenko, Richard H. Scheuermann, Sebastian Preissl, Sten Linnarsson",FALSE,FALSE,FALSE
10.1038/s41586-021-03569-1,0,0,1,0,,2021.0,A molecular single-cell lung atlas of lethal COVID-19.,"Benjamin Izar, Benjamin Izar, Benjamin Izar, Benjamin Izar, Benjamin Izar, Benjamin Izar, Benjamin Izar",FALSE,FALSE,FALSE
10.1038/s41586-021-03852-1,1,0,0,0,,2021.0,Cells of the human intestinal tract mapped across space and time.,"Hamish W. King, Holm H. Uhlig, John C. Marioni, Kerstin B. Meyer, Muzlifah Haniffa, Sarah Teichmann, Sarah A. Teichmann",FALSE,FALSE,FALSE
10.1038/s41586-022-05060-x,0,0,1,0,,2022.0,Spatial multi-omic map of human myocardial infarction.,"Denis Schapiro, Jovan Tanevski, Julio Saez-Rodriguez, Peter Boor, Sach Mukherjee, Denis Schapiro, Jovan Tanevski, Julio Saez-Rodriguez, Peter Boor, Sach Mukherjee, Denis Schapiro, Jovan Tanevski, Julio Saez-Rodriguez, Peter Boor, Sach Mukherjee, Denis Schapiro, Jovan Tanevski, Julio Saez-Rodriguez, Peter Boor, Sach Mukherjee",FALSE,FALSE,FALSE
10.1038/s41588-021-00972-2,0,0,1,0,,2021.0,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro.,"Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann, Sarah Teichmann, Sarah A. Teichmann",FALSE,FALSE,FALSE
10.1038/s41590-017-0001-2,0,1,0,0,,2018.0,Single-cell analysis reveals the continuum of human lympho-myeloid progenitor cells.,"Emmanouela Repapi, Fiona Hamey, Francoise Pflumio, Georg Otto, Paresh Vyas",FALSE,FALSE,FALSE
10.1038/s41590-021-01059-0,0,0,1,0,,2021.0,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states.,"Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes, Carsten Mueller-Tidow, Daniel Huebschmann, Theodore Alexandrov, Vladimir Benes",FALSE,FALSE,FALSE
10.1038/s41591-020-0944-y,0,0,1,0,,2020.0,A single-cell atlas of the peripheral immune response in patients with severe COVID-19.,,FALSE,FALSE,FALSE
10.1038/s41591-021-01329-2,0,0,1,0,,2021.0,Single-cell multi-omics analysis of the immune response in COVID-19.,"Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton, Berthold Goettgens, Berthold Gottgens, Bertie Goettgens, Hamish W. King, John C. Marioni, Kenneth B. Baker, Kenneth F. Baker, Kerstin B. Meyer, Marko Z. Nikolic, Muzlifah Haniffa, Rik G. H. Lindeboom, Samuel M. Janes, Sarah Teichmann, Sarah A. Teichmann, Sophie Hambleton",FALSE,FALSE,FALSE
10.1038/s41591-023-02327-2,0,0,1,0,,2023.0,An integrated cell atlas of the lung in health and disease,"Sikkema, L., Ramírez-Suástegui, C., Strobl, D.C. et al.",TRUE,FALSE,FALSE
10.1038/s41598-017-09929-0,0,1,0,0,,2017.0,Primary patient-derived lung adenocarcinoma cell culture challenges the association of cancer stem cells with epithelial-to-mesenchymal transition.,"Ellen Heitzer, Helmut Popper, Helmut H. Popper, Luka Brcic, Nassim Ghaffari-Tabrizi-Wizsy, Nassim Ghaffari Tabrizi-Wizsy",FALSE,FALSE,FALSE
10.1038/s41598-017-17061-2,0,1,0,0,,2017.0,Amniotic fluid stem cell-derived vesicles protect from VEGF-induced endothelial damage.,,FALSE,FALSE,FALSE
10.1038/s41598-018-34105-3,1,0,0,0,,2018.0,Locating human splenic capillary sheaths in virtual reality.,"B. S. Steiniger, O. Lobachev",FALSE,FALSE,FALSE
10.1038/s41598-019-53997-3,1,0,0,0,,2019.0,Distribution pattern and molecular signature of cholinergic tuft cells in human gastro-intestinal and pancreatic-biliary tract.,Michael Lazarus,FALSE,FALSE,FALSE
10.1038/s41598-020-66092-9,0,0,1,0,,2020.0,Cell Atlas of The Human Fovea and Peripheral Retina.,,FALSE,FALSE,FALSE
10.1038/s42003-020-01181-z,1,0,0,0,,2020.0,Transcriptomic and proteomic signatures of stemness and differentiation in the colon crypt.,,FALSE,FALSE,FALSE
10.1038/s42003-020-0922-4,0,0,1,0,,2020.0,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming.,"Karsten Rippe, Karsten Rippe, Karsten Rippe, Karsten Rippe, Karsten Rippe",FALSE,FALSE,FALSE
10.1038/s42255-019-0109-9,1,0,0,0,,2019.0,Spatial sorting enables comprehensive characterization of liver zonation.,"Andreas Moor, Andreas E. Moor, Shalev Itzkovitz",FALSE,FALSE,FALSE
10.1038/s42255-022-00531-x,0,0,1,0,,2022.0,Single-cell multi-omics analysis of human pancreatic islets reveals novel cellular states in type 1 diabetes.,"Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner, Klaus H. Kaestner",FALSE,FALSE,FALSE
10.1038/sdata.2018.13,0,1,0,0,,2018.0,Single cell RNA sequencing of stem cell-derived retinal ganglion cells.,"Alex W. Hewitt, Alice Pebay, Maciej Brisbane Daniszewski, Samuel W. Lukowski",FALSE,FALSE,FALSE
10.1038/sj.bjc.6602034,0,1,0,0,,2004.0,S100A6 (Calcyclin) is a prostate basal cell marker absent in prostate cancer and its precursors.,,FALSE,FALSE,FALSE
10.1038/sj.bjc.6604614,0,1,0,0,,2008.0,GOLPH2 protein expression as a novel tissue biomarker for prostate cancer: implications for tissue-based diagnostics.,,FALSE,FALSE,FALSE
10.1038/sj.bjc.6604756,0,1,0,0,,2008.0,High density of FOXP3-positive T cells infiltrating colorectal cancers with microsatellite instability.,,FALSE,FALSE,FALSE
10.1038/sj.bjc.6604774,0,1,0,0,,2008.0,TEAD1 and c-Cbl are novel prostate basal cell markers that correlate with poor clinical outcome in prostate cancer.,,FALSE,FALSE,FALSE
10.1038/sj.bjc.6605762,0,1,0,0,,2010.0,"Prognostic impact of the expression of putative cancer stem cell markers CD133, CD166, CD44s, EpCAM, and ALDH1 in colorectal cancer.",,FALSE,FALSE,FALSE
10.1038/sj.bmt.1700866,0,1,0,0,,1997.0,Plasma cells in peripheral blood stem cell harvests from patients with multiple myeloma are predominantly polyclonal.,,FALSE,FALSE,FALSE
10.1038/sj.jid.5700665,0,1,0,0,,2007.0,Isolation of murine hair-inducing cells using the cell surface marker prominin-1/CD133.,,FALSE,FALSE,FALSE
10.1038/sj.onc.1205562,0,1,0,0,,2002.0,"Stabilization of beta-catenin induces lesions reminiscent of prostatic intraepithelial neoplasia, but terminal squamous transdifferentiation of other secretory epithelia.",,FALSE,FALSE,FALSE
10.1038/sj.onc.1206525,0,1,0,0,,2003.0,Neurotrophin receptor p75(NTR) characterizes human esophageal keratinocyte stem cells in vitro.,,FALSE,FALSE,FALSE
10.1038/sj.onc.1207946,0,1,0,0,,2004.0,Cancer stem cells in nervous system tumors.,,FALSE,FALSE,FALSE
10.1038/srep01179,0,1,0,0,,2013.0,Optimized surface markers for the prospective isolation of high-quality hiPSCs using flow cytometry selection.,,FALSE,FALSE,FALSE
10.1038/srep17533,0,1,0,0,,2015.0,The isolation and characterization of CTC subsets related to breast cancer dormancy.,,FALSE,FALSE,FALSE
10.1038/srep27991,0,1,0,0,,2016.0,FACS-sorted putative oogonial stem cells from the ovary are neither DDX4-positive nor germ cells.,,FALSE,FALSE,FALSE
10.1038/srep29047,1,0,0,0,,2016.0,3D map of the human corneal endothelial cell.,,FALSE,FALSE,FALSE
10.1038/srep30489,0,1,0,0,,2016.0,SOX9 is a novel cancer stem cell marker surrogated by osteopontin in human hepatocellular carcinoma.,,FALSE,FALSE,FALSE
10.1038/srep32488,0,1,0,0,,2016.0,FolR1: a novel cell surface marker for isolating midbrain dopamine neural progenitors and nascent dopamine neurons.,,FALSE,FALSE,FALSE
10.1038/srep44356,1,0,0,0,,2017.0,Immunofluorescence identifies distinct subsets of endothelial cells in the human liver.,,FALSE,FALSE,FALSE
10.1038/tpj.2016.2,0,1,0,0,,2017.0,A potentially functional polymorphism in ABCG2 predicts clinical outcome of non-small cell lung cancer in a Chinese population.,,FALSE,FALSE,FALSE
10.1039/c5ib00007f,0,1,0,0,,2015.0,Analysis of sphingosine kinase activity in single natural killer cells from peripheral blood.,,FALSE,FALSE,FALSE
10.1042/ba20030185,0,1,0,0,,2004.0,Human adult craniofacial muscle-derived cells: neural-cell adhesion-molecule (NCAM; CD56)-expressing cells appear to contain multipotential stem cells.,,FALSE,FALSE,FALSE
10.1042/bcj20160613,0,1,0,0,,2016.0,Ablation of CD44 induces glycolysis-to-oxidative phosphorylation transition via modulation of the c-Src-Akt-LKB1-AMPKα pathway,,FALSE,FALSE,TRUE
10.1042/bj20030242,0,1,0,0,,2003.0,A novel serine protease predominately expressed in macrophages.,,FALSE,FALSE,FALSE
10.1042/bsr20150067,0,1,0,0,,2015.0,Does the liposuction method influence the phenotypic characteristic of human adipose-derived stem cells?,,FALSE,FALSE,FALSE
10.1046/j.0022-202x.2001.00005.x,1,0,0,0,,2001.0,Histochemical and immunohistochemical markers for human eccrine and apocrine sweat glands: an aid for histopathologic differentiation of sweat gland tumors.,,FALSE,FALSE,FALSE
10.1046/j.1087-0024.2000.00001.x,1,0,0,0,,2000.0,"Structure, function, and molecular control of the skin lymphatic system.",,FALSE,FALSE,FALSE
10.1046/j.1365-2133.1997.17651853.x,1,0,0,0,,2008.0,Immunohistochemical localization of the Ca2+ binding S100 proteins in normal human skin and melanocytic lesions,"R. BÖNI, G. BURG, A. DOGUOGLU, E.C. ILG, B.W. SCHÄFER, B. MÜLLER, C.W. HEIZMANN",TRUE,FALSE,FALSE
